Condition,Date,Id,View,Waterfront,Yr Built,Zipcode,Bathrooms,Bedrooms,Floors,Grade,Lat,Long,Price,Sqft Living,Sqft Lot
Average,20150202T000000,8835220200,No View,No,1983,98034,1.5,2,2,7,47.7255,-122.164,299000,1160,3838
Average,20150219T000000,8943600360,No View,No,2010,98031,2.25,3,2,8,47.4214,-122.191,299000,1350,3582
Average,20140728T000000,3331001115,No View,No,1994,98118,2.5,3,2,7,47.5515,-122.284,299000,1590,3121
Average,20140926T000000,1180002378,No View,No,2002,98178,2.5,4,2,7,47.4977,-122.226,299000,1950,3000
Average,20141114T000000,9828201361,No View,No,2005,98122,1.5,2,2,7,47.6175,-122.297,299000,830,1276
Average,20141118T000000,2114700368,No View,No,2008,98106,2.5,2,2,8,47.5342,-122.349,299000,1400,1262
Average,20140918T000000,1552800280,No View,No,1963,98030,2.25,5,1,8,47.3812,-122.223,298950,2300,11505
Average,20150309T000000,7137960030,No View,No,1994,98092,2.5,3,2,8,47.3291,-122.17,298900,1830,6162
Average,20141015T000000,301401620,No View,No,2014,98002,2.5,3,2,7,47.3451,-122.209,298900,1852,4000
Average,20140825T000000,3738900035,No View,No,1948,98155,1,2,1,6,47.735,-122.306,298800,860,8189
Average,20140903T000000,9264910920,No View,No,1980,98023,2.25,3,1,8,47.3088,-122.341,298700,2110,7350
Good,20140728T000000,236500050,No View,No,1959,98188,2,3,1,7,47.4322,-122.291,298500,2420,8800
Average,20150219T000000,4250200140,No View,No,2004,98092,2.5,4,2,7,47.3293,-122.194,298500,1890,5954
Average,20140519T000000,7683800205,No View,No,2007,98003,3,5,1,8,47.3341,-122.304,298450,2100,9752
Average,20150504T000000,5152200020,No View,No,1962,98003,1.75,3,1,8,47.3321,-122.323,298000,1620,12825
Average,20150422T000000,2798600120,No View,No,1999,98092,2.5,4,2,8,47.3293,-122.205,298000,1960,11798
Average,20150506T000000,1823059159,No View,No,1907,98055,1,2,1,5,47.4874,-122.207,298000,850,5000
Average,20140722T000000,301401410,No View,No,2014,98002,2.5,3,2,7,47.3455,-122.21,298000,1852,4000
Average,20141121T000000,7569450090,No View,No,2003,98042,2.5,4,2,8,47.3687,-122.126,298000,2420,3825
Average,20140602T000000,9542840630,No View,No,2010,98038,2.5,3,2,7,47.3658,-122.021,298000,1950,3600
Good,20150313T000000,3826000460,No View,No,1947,98168,2.25,3,1,7,47.4944,-122.304,297975,2820,8100
Average,20140508T000000,2473100635,No View,No,1967,98058,2,3,1,7,47.449,-122.155,297950,1240,10800
Average,20140826T000000,9485760050,No View,No,1990,98055,2,3,1,8,47.4504,-122.206,297950,1390,5127
Good,20150428T000000,8732020440,No View,No,1978,98023,2.5,4,1,8,47.3131,-122.392,297500,2190,8100
Average,20140605T000000,5416510110,No View,No,2005,98038,2.5,4,2,7,47.3608,-122.036,297500,1910,5000
Average,20150507T000000,4137020910,No View,No,1987,98092,1.75,3,2,8,47.2602,-122.219,297300,1980,9220
Average,20150209T000000,7212680860,No View,No,1994,98003,2.5,3,2,8,47.2619,-122.308,297262,1730,8076
Good,20141120T000000,3421069118,No View,No,1996,98022,1.75,2,1,7,47.2631,-122.019,297000,1280,37373
Good,20141007T000000,3523029077,No View,No,1924,98070,1,3,1,7,47.4443,-122.509,297000,1340,18000
Average,20141112T000000,2222059065,No View,No,1994,98042,2.5,3,2,8,47.3777,-122.165,297000,1940,14952
Good,20140518T000000,7138200150,No View,No,1994,98022,2.5,5,2,7,47.1944,-122.013,297000,1970,8605
Average,20140814T000000,7212660960,No View,No,1994,98003,2.5,3,2,8,47.267,-122.312,297000,1840,8234
Average,20140811T000000,8155830060,No View,No,1994,98056,2.25,3,2,7,47.5038,-122.189,297000,1450,7562
Good,20141120T000000,2966800010,No View,No,1951,98166,1.75,4,1,7,47.4663,-122.363,297000,1790,5341
Average,20141014T000000,5104510370,No View,No,2002,98038,2.5,3,2,7,47.3561,-122.015,297000,1690,4988
Average,20141006T000000,7338220370,No View,No,2011,98002,2.5,4,2,8,47.3363,-122.211,297000,2230,4952
Average,20141029T000000,1453602313,No View,No,1999,98125,1.5,2,3,7,47.7222,-122.29,297000,1430,1650
Good,20141219T000000,3276200280,No View,No,1961,98055,1.5,3,1,7,47.4423,-122.193,296500,1580,10100
Good,20140519T000000,1310970380,No View,No,1978,98032,2.75,3,1,8,47.362,-122.277,296500,2170,7900
Good,20150128T000000,2329800110,No View,No,1987,98042,2.5,3,2,7,47.3764,-122.119,296500,1770,6033
Average,20140806T000000,1781500385,No View,No,1948,98126,1,3,1,7,47.5259,-122.38,296500,1280,5100
Average,20140707T000000,4142450330,No View,No,2004,98038,2.5,3,2,7,47.3842,-122.04,296475,1520,4170
Very Good,20140903T000000,984100340,No View,No,1971,98058,1.75,3,1,7,47.4351,-122.173,296000,1360,10742
Average,20140820T000000,2023049245,No View,No,1953,98168,1.5,4,1,7,47.4718,-122.323,296000,1370,9750
Average,20150414T000000,7655900038,No View,No,1948,98133,1,2,1,7,47.7344,-122.336,296000,1370,8400
Average,20140924T000000,6679000720,No View,No,2003,98038,2.5,3,2,7,47.3851,-122.029,296000,1560,5845
Average,20150331T000000,6638900115,No View,No,1948,98117,1,2,1,5,47.6919,-122.371,296000,750,4680
Average,20140902T000000,9542830350,No View,No,2006,98038,2.5,4,2,7,47.3665,-122.017,296000,1780,3600
Average,20141103T000000,1453602284,No View,No,1997,98125,2,2,3,7,47.7224,-122.291,296000,1320,2040
Average,20140703T000000,2807100156,No View,No,1948,98133,1,2,1,7,47.7634,-122.34,295950,1190,6200
Very Good,20140527T000000,7893205525,No View,No,1955,98198,1,5,1,7,47.4207,-122.334,295832,1410,6400
Average,20141114T000000,2798600240,No View,No,2000,98092,2.5,4,2,8,47.3286,-122.208,295700,1720,5805
Average,20140903T000000,7340601063,No View,No,1933,98168,1.75,3,1.5,6,47.4817,-122.28,295500,1590,41550
Average,20140730T000000,8898700680,No View,No,1981,98055,1.75,3,1,7,47.4605,-122.206,295500,1330,10523
Average,20141117T000000,9264910900,No View,No,1982,98023,2.5,4,1,8,47.3088,-122.341,295500,2830,7350
Average,20140918T000000,3679400484,No View,No,2014,98108,2.5,3,2,7,47.5683,-122.314,295500,1410,1332
Good,20140818T000000,2599200160,Average,No,1966,98092,2,3,1,8,47.2953,-122.185,295450,2030,17120
Average,20141003T000000,322059049,No View,No,1930,98042,1,2,1,6,47.4196,-122.165,295000,820,288367
Average,20140508T000000,2423069120,No View,No,1973,98027,1.75,2,1,7,47.4633,-121.976,295000,2200,89298
Average,20140913T000000,4032500035,No View,No,1967,98065,1.75,2,2,8,47.5729,-121.676,295000,1560,43748
Good,20141117T000000,1324079082,No View,No,1973,98024,2,4,1,7,47.5597,-121.85,295000,1810,42981
Good,20141103T000000,2023039045,No View,No,1960,98070,1,2,1,6,47.466,-122.452,295000,1300,39639
Good,20150206T000000,5469700020,No View,No,1975,98031,1.75,4,1,7,47.3926,-122.166,295000,1800,28650
Good,20141020T000000,5476800201,No View,No,1948,98178,2,3,1,7,47.5072,-122.272,295000,1830,17321
Average,20140825T000000,3123039136,No View,No,1925,98070,1.75,3,1,6,47.4367,-122.463,295000,1500,15246
Average,20150126T000000,8937600080,No View,No,1967,98023,1.75,3,1,8,47.3317,-122.365,295000,1930,13350
Average,20150227T000000,3579700015,No View,No,1961,98028,1.75,4,1,7,47.7346,-122.244,295000,1400,11934
Good,20150109T000000,764000180,No View,No,1956,98022,1.5,3,1,8,47.2004,-122.003,295000,1670,10800
Very Good,20140522T000000,9407001320,No View,No,1978,98045,2,4,1,7,47.4462,-121.773,295000,980,10640
Average,20140603T000000,8570900328,No View,No,1963,98045,1,2,1,7,47.497,-121.78,295000,1170,10621
Average,20140729T000000,8078490390,Average,No,1991,98022,2,3,1,8,47.1913,-122.012,295000,1810,10530
Average,20140923T000000,6163901383,No View,No,1951,98155,1,2,1,6,47.755,-122.317,295000,840,10465
Average,20150415T000000,2214800170,No View,No,1979,98001,2.5,3,1,7,47.3385,-122.256,295000,1940,10350
Good,20140905T000000,2551500180,No View,No,1971,98070,1.75,3,1,6,47.4341,-122.446,295000,1250,9486
Average,20141006T000000,9378500050,No View,No,1993,98031,2.5,4,2,7,47.4205,-122.215,295000,2350,8906
Very Good,20141006T000000,1761300650,No View,No,1975,98031,2,4,1,7,47.395,-122.174,295000,1710,8814
Good,20140618T000000,2546500020,No View,No,1966,98148,2,3,1,7,47.4238,-122.322,295000,1380,8682
Good,20150505T000000,2215900900,No View,No,1992,98038,2.5,3,2,7,47.3518,-122.057,295000,1690,8564
Very Good,20141204T000000,6163901381,No View,No,1951,98155,1,3,1,6,47.7548,-122.316,295000,1000,8320
Average,20140616T000000,6121000090,No View,No,1960,98148,1.75,3,1,7,47.4323,-122.328,295000,1770,8235
Average,20140722T000000,1862910050,No View,No,1993,98031,2.5,4,2,7,47.4079,-122.186,295000,1850,8198
Average,20140912T000000,9558200080,No View,No,1999,98148,2.5,3,1,7,47.4373,-122.333,295000,1660,8125
Good,20150422T000000,1545806960,No View,No,1983,98038,1.75,3,2,7,47.3617,-122.047,295000,1060,8100
Good,20140506T000000,8731980040,No View,No,1974,98023,2.25,3,1,9,47.3149,-122.378,295000,1980,8000
Average,20150317T000000,8898700880,No View,No,1984,98055,2,2,1,7,47.459,-122.205,295000,1590,8000
Good,20150408T000000,7454001060,No View,No,1942,98146,1,2,1,6,47.5124,-122.372,295000,670,7952
Average,20141001T000000,9407150240,No View,No,1995,98038,2.5,3,2,7,47.3673,-122.017,295000,1460,7936
Average,20150320T000000,8731983340,No View,No,1974,98023,2.25,3,2,9,47.3146,-122.379,295000,1850,7800
Average,20150220T000000,6381500090,No View,No,1947,98125,1,4,1.5,7,47.7334,-122.307,295000,1260,7800
Good,20150428T000000,8732131090,No View,No,1978,98023,2.5,4,1,8,47.3078,-122.378,295000,2160,7725
Average,20140828T000000,1562100340,No View,No,1964,98007,3,4,2,8,47.6214,-122.14,295000,2120,7650
Good,20141104T000000,2720000120,No View,No,1963,98056,1,3,1,7,47.5139,-122.187,295000,1380,7575
Good,20140624T000000,984100450,No View,No,1968,98058,1.75,3,1,7,47.4346,-122.171,295000,2000,7560
Good,20140707T000000,7823700005,No View,No,1918,98022,1.75,3,1.5,8,47.2062,-121.993,295000,1940,7500
Poor- Worn out,20141107T000000,9275200080,Fair,No,1924,98126,1.5,3,1,5,47.584,-122.375,295000,720,7450
Average,20150325T000000,8645530010,No View,No,1979,98058,2,3,1,7,47.4655,-122.174,295000,1400,7384
Average,20140508T000000,7212650650,No View,No,1993,98003,2.5,3,2,8,47.2659,-122.31,295000,1920,7229
Good,20140707T000000,13002495,No View,No,1908,98108,1.5,3,2,7,47.5215,-122.33,295000,1640,7222
Average,20150326T000000,7503800210,No View,No,2011,98023,2.5,4,2,7,47.2957,-122.357,295000,1677,7209
Average,20150309T000000,7819000040,No View,No,1964,98133,2,4,1,7,47.7543,-122.344,295000,1650,7200
Average,20141022T000000,123039626,No View,No,1974,98146,2.25,3,1,7,47.5102,-122.364,295000,1330,7200
Average,20150424T000000,3654800040,No View,No,1993,98038,2.5,3,2,7,47.3902,-122.049,295000,1570,6932
Average,20140819T000000,8700100100,No View,No,1990,98030,2.5,4,2,7,47.3618,-122.195,295000,1850,6663
Good,20150507T000000,2025701190,No View,No,1992,98038,1.75,3,1,7,47.35,-122.037,295000,1520,6559
Good,20140909T000000,3294700101,Average,No,1925,98055,1.75,2,1.5,6,47.4727,-122.2,295000,1050,6500
Good,20140709T000000,7282300095,No View,No,1953,98133,1,2,1,6,47.7621,-122.358,295000,800,6500
Average,20140904T000000,3295750610,No View,No,1998,98030,2,3,1,7,47.3838,-122.184,295000,1760,6092
Average,20150408T000000,6600350140,No View,No,2001,98042,2.5,4,2,8,47.3542,-122.137,295000,2030,5754
Average,20140723T000000,1776420150,No View,No,2003,98030,2.25,4,2,7,47.3604,-122.179,295000,1830,5720
Average,20141104T000000,3702900165,No View,No,1918,98116,1,1,1,6,47.5579,-122.395,295000,520,5600
Average,20140624T000000,9828701295,No View,No,1950,98122,1,2,1,6,47.6185,-122.295,295000,650,5400
Average,20140611T000000,8067000020,No View,No,1999,98178,3.5,5,2,7,47.5108,-122.257,295000,2100,5107
Average,20141007T000000,7697000020,No View,No,2011,98038,2.5,3,2,7,47.3588,-122.044,295000,1660,4898
Average,20141117T000000,739980360,No View,No,1999,98031,2.5,4,2,8,47.4088,-122.192,295000,1810,4871
Average,20150507T000000,1843130360,No View,No,2003,98042,2.5,3,2,7,47.3747,-122.128,295000,2030,4867
Average,20140529T000000,5126900321,No View,No,2001,98058,2.5,4,2,7,47.4753,-122.172,295000,2290,4539
Average,20150504T000000,1211000280,No View,No,1945,98122,1,2,1,6,47.607,-122.297,295000,750,4500
Average,20140710T000000,1024000109,Average,No,1915,98116,1,2,1,5,47.5704,-122.409,295000,740,4459
Average,20140525T000000,6679000370,No View,No,2003,98038,2.5,3,2,7,47.3838,-122.026,295000,1560,4200
Good,20150320T000000,3298700012,No View,No,1943,98106,1,2,1,6,47.5245,-122.354,295000,720,4125
Average,20141126T000000,5104510540,No View,No,2003,98038,2.5,3,2,7,47.3552,-122.015,295000,1690,4102
Good,20140811T000000,2112700280,No View,No,1979,98106,1.75,3,1,7,47.5329,-122.354,295000,1440,4000
Average,20150424T000000,741500010,No View,No,2010,98058,2,3,1,7,47.438,-122.179,295000,1230,3405
Average,20140724T000000,6145602125,No View,No,1942,98133,1,3,1,6,47.7027,-122.355,295000,830,3386
Average,20140930T000000,3057000300,No View,No,1982,98033,1.5,3,2,7,47.7168,-122.189,295000,1220,3286
Average,20150218T000000,8965450190,No View,No,1994,98006,2.5,3,2,7,47.5605,-122.117,295000,1500,3060
Good,20150420T000000,8850000180,No View,No,1914,98144,1,4,1.5,7,47.5892,-122.312,295000,980,3000
Average,20140515T000000,7547300050,No View,No,1986,98106,1.5,3,1,7,47.5677,-122.36,295000,850,2500
Good,20140627T000000,7891600165,No View,No,1907,98106,1,1,1,7,47.5662,-122.364,295000,700,2500
Average,20140502T000000,3438501320,No View,No,2009,98106,2.5,2,2,7,47.5489,-122.363,295000,1630,1368
Average,20150430T000000,3448001412,No View,No,2007,98125,1.5,2,3,7,47.7123,-122.301,295000,988,1080
Average,20140617T000000,4345300050,No View,No,1994,98030,2.5,4,2,7,47.3635,-122.188,294999,1660,9760
Good,20141017T000000,3923400123,No View,No,1940,98188,2,4,1.5,6,47.4672,-122.296,294950,2610,14321
Average,20141022T000000,2076400050,Average,No,1957,98188,2.25,4,1,7,47.432,-122.276,294950,1740,9600
Average,20141022T000000,5253300173,No View,No,1968,98133,1,3,1,7,47.7499,-122.338,294950,1160,8950
Average,20140714T000000,6855700080,No View,No,1952,98125,1,3,1,6,47.7277,-122.308,294950,1240,8840
Average,20150311T000000,7979900806,No View,No,1952,98155,1,2,1,7,47.7414,-122.295,294950,1060,7868
Average,20150204T000000,7399300510,No View,No,1968,98055,2.25,3,1,7,47.4632,-122.19,294900,1500,8100
Average,20140902T000000,3023000120,No View,No,2010,98038,2.5,3,2,8,47.3557,-122.059,294900,1860,5025
Good,20140606T000000,4322300010,No View,No,1967,98003,2,3,1,7,47.2824,-122.301,294700,1970,9600
Good,20150312T000000,3449000010,No View,No,1960,98059,1,3,1,7,47.5022,-122.144,294570,1140,8400
Average,20141204T000000,1657530180,No View,No,2005,98059,2.5,3,2,7,47.4903,-122.166,294500,1760,2688
Average,20141205T000000,2250000010,No View,No,1961,98155,2.25,4,1,7,47.7565,-122.305,294450,1400,7341
Good,20141124T000000,1388600070,No View,No,1990,98002,2.5,4,2,7,47.2883,-122.218,294400,1788,10183
Average,20140820T000000,7899800120,No View,No,1925,98106,1,3,1.5,6,47.5238,-122.355,294350,1410,5120
Average,20140826T000000,2113701100,No View,No,1945,98106,1.75,3,1,6,47.5291,-122.351,294010,1550,4057
Good,20141119T000000,4166600230,No View,No,1938,98023,1.5,3,1.5,7,47.3321,-122.373,294000,2060,15050
Good,20140805T000000,2599200460,No View,No,1965,98092,2,4,1.5,8,47.2957,-122.187,294000,2930,12840
Good,20141120T000000,8687800150,No View,No,1957,98168,2,3,1,7,47.4707,-122.26,294000,1650,11256
Average,20150427T000000,6187100360,No View,No,1984,98042,2.25,3,2,7,47.39,-122.158,294000,1700,9600
Average,20140926T000000,7887200390,No View,No,1953,98178,1,3,1,7,47.4857,-122.253,294000,1320,9520
Average,20150402T000000,2126059048,No View,No,1931,98034,1,3,1,6,47.7254,-122.175,294000,1250,9427
Average,20150401T000000,1545804460,No View,No,1987,98038,1.75,3,1,7,47.3643,-122.049,294000,1530,9362
Average,20140612T000000,4137050130,No View,No,1990,98092,2.5,4,1,8,47.2647,-122.221,294000,2210,8465
Average,20140814T000000,2123049142,No View,No,2003,98168,2.5,4,2,7,47.473,-122.293,294000,2040,7800
Good,20141030T000000,9510900610,No View,No,1969,98023,2.75,5,1,7,47.3084,-122.372,294000,2300,7600
Very Good,20140721T000000,726049184,No View,No,1952,98133,1,2,1,6,47.7512,-122.34,294000,820,6366
Good,20140722T000000,6450304260,No View,No,1950,98133,1,2,1,7,47.731,-122.342,294000,850,5250
Good,20141029T000000,3574300250,No View,No,1915,98106,2.75,5,1.5,7,47.5655,-122.363,294000,1790,5000
Average,20150113T000000,1352300520,No View,No,1929,98055,3,3,1.5,7,47.4881,-122.199,294000,1670,4120
Average,20141001T000000,8857640420,No View,No,2005,98038,2.25,4,2,8,47.3896,-122.034,294000,2190,3746
Average,20141104T000000,3679400474,No View,No,2014,98108,1.75,3,2,7,47.5684,-122.314,294000,1420,1361
Average,20140724T000000,3278612570,No View,No,2012,98126,2.5,2,2,7,47.5441,-122.369,294000,1380,889
Average,20141006T000000,257000038,No View,No,1965,98168,1.75,4,1,7,47.4939,-122.297,293550,2120,9706
Good,20140820T000000,9315300230,No View,No,1979,98198,1.75,4,1,7,47.4138,-122.317,293550,1250,8840
Average,20150327T000000,4142450040,No View,No,2004,98038,2.5,3,2,7,47.3833,-122.043,293500,1610,5024
Average,20150206T000000,9268850160,No View,No,2008,98027,2,4,3,7,47.54,-122.026,293467,1590,942
Average,20140527T000000,3621059043,Average,No,1973,98092,2.5,4,1,9,47.2582,-122.113,293000,3250,235063
Average,20140915T000000,3793501390,No View,No,2003,98038,2.5,3,2,7,47.3691,-122.031,293000,1690,17383
Good,20140731T000000,1471701470,No View,No,1974,98059,1.75,3,1,7,47.4608,-122.065,293000,1420,13187
Good,20150211T000000,5006000170,No View,No,1944,98166,1,4,1.5,6,47.4669,-122.355,293000,1130,8308
Average,20141118T000000,1785500132,No View,No,1940,98133,1,3,1,7,47.7198,-122.352,293000,1020,7650
Average,20150223T000000,6664900330,No View,No,1990,98023,2.5,3,2,7,47.2908,-122.351,293000,1990,7577
Average,20150408T000000,9406450090,No View,No,1998,98038,2.25,4,2,7,47.3882,-122.053,293000,2360,6260
Average,20140716T000000,748000205,No View,No,1935,98177,1,1,1,6,47.7322,-122.359,293000,1110,5421
Average,20150224T000000,9406590250,No View,No,2009,98038,2.25,4,2,7,47.3844,-122.036,293000,1870,5371
Average,20150207T000000,8141300300,Good,No,2008,98022,2.5,4,2,8,47.1958,-121.974,293000,2019,4435
Average,20140708T000000,6817750140,No View,No,2009,98055,2.25,3,2,8,47.4293,-122.188,293000,1910,3481
Good,20150312T000000,1332700030,No View,No,1979,98056,2.25,2,2,7,47.5184,-122.196,293000,1610,1968
Good,20140708T000000,2854800095,No View,No,1959,98056,1.5,3,1,7,47.4991,-122.176,292600,1520,7123
Good,20150325T000000,822059059,No View,No,1951,98031,1,2,1,5,47.4115,-122.197,292500,880,17743
Average,20141223T000000,7137960440,No View,No,1994,98092,2.5,4,2,8,47.3289,-122.17,292500,1860,8709
Average,20140923T000000,9510900070,No View,No,1968,98023,1.75,4,1,7,47.3096,-122.377,292500,2140,8162
Average,20150109T000000,3300790540,No View,No,1987,98198,2.25,3,2,7,47.3889,-122.316,292500,1690,7320
Average,20150323T000000,2310030490,No View,No,1993,98038,2.25,3,2,8,47.3536,-122.047,292500,1390,6004
Good,20141028T000000,8122100392,No View,No,1942,98126,1,2,1,6,47.5368,-122.374,292500,750,5026
Average,20150326T000000,8947250060,No View,No,2006,98001,2.5,4,2,7,47.3351,-122.289,292500,1610,4568
Average,20140819T000000,9478500640,No View,No,2008,98042,2.5,4,2,7,47.3663,-122.114,292500,2250,4495
Average,20150325T000000,8669160010,No View,No,2008,98002,2.5,3,2,7,47.3523,-122.213,292500,2095,3438
Average,20150203T000000,3438502437,No View,No,2006,98106,2.5,3,2,8,47.5393,-122.361,292500,1440,1068
Average,20140527T000000,5476800069,No View,No,2003,98178,3,5,1,7,47.5065,-122.275,292050,2840,7199
Average,20150327T000000,798000421,No View,No,1955,98168,1,3,1,7,47.5024,-122.332,292000,1730,21183
Good,20141216T000000,7809200005,No View,No,1958,98056,1.75,3,1,7,47.4984,-122.176,292000,1650,14633
Very Good,20140604T000000,1622059095,No View,No,1972,98031,1.75,3,1,7,47.3921,-122.182,292000,1730,11325
Average,20141010T000000,9335400005,No View,No,1952,98166,1.75,4,1,7,47.4629,-122.356,292000,2130,11097
Average,20150305T000000,5127000470,No View,No,1981,98059,2.25,3,1,8,47.4762,-122.156,292000,1780,9720
Average,20141120T000000,7349650120,No View,No,1998,98002,2.75,4,1,7,47.2842,-122.198,292000,2910,7712
Average,20140611T000000,8699100321,No View,No,2006,98002,2.75,4,2,8,47.3046,-122.222,292000,2414,7693
Good,20140605T000000,8078570380,No View,No,1989,98031,2.5,5,1,7,47.4022,-122.171,292000,2490,7666
Average,20141103T000000,3303950080,No View,No,1996,98038,2.5,3,2,8,47.3842,-122.036,292000,1950,7421
Average,20141215T000000,7460000040,No View,No,1948,98168,1.75,3,1,7,47.4864,-122.316,292000,2270,7156
Average,20141208T000000,1446401555,No View,No,1988,98168,1.75,3,1,7,47.4838,-122.33,292000,1320,6600
Average,20141204T000000,5003600240,No View,No,2000,98030,2.5,4,2,8,47.3631,-122.192,292000,2060,5950
Average,20140807T000000,1703401110,No View,No,1904,98118,1,2,1,6,47.5573,-122.289,292000,880,5500
Very Good,20150304T000000,7129302615,No View,No,1929,98118,1.75,3,1.5,8,47.5157,-122.256,292000,1090,4500
Average,20141208T000000,8669150700,No View,No,2012,98002,3,4,2,7,47.3532,-122.211,292000,1984,4460
Average,20150128T000000,2781280230,No View,No,2006,98055,2.5,3,2,8,47.4497,-122.188,292000,1610,3848
Average,20150413T000000,7812500180,No View,No,2000,98178,2.5,3,2,7,47.4939,-122.261,292000,1600,3580
Average,20140811T000000,869700140,No View,No,1999,98059,2.5,3,2,8,47.4909,-122.154,292000,1560,2740
Average,20141002T000000,1453601038,No View,No,2007,98125,2.5,3,3,7,47.7209,-122.291,292000,1270,1283
Average,20150116T000000,739000035,No View,No,1952,98058,1,1,1,5,47.446,-122.175,291970,680,21727
Average,20150115T000000,2008000270,No View,No,1963,98198,1.5,3,1,7,47.4095,-122.315,291850,1060,9711
Average,20140722T000000,2927600155,No View,No,1950,98166,2.25,3,1,7,47.4515,-122.368,291750,1310,12825
Average,20150407T000000,2114700115,No View,No,1927,98106,2.5,3,1.5,6,47.5328,-122.346,291700,1970,4120
Average,20150430T000000,2473420070,No View,No,1979,98058,1.75,3,1,7,47.4514,-122.159,291600,1630,7480
Good,20150414T000000,8648220270,No View,No,1988,98042,1.75,3,1,7,47.3592,-122.076,291500,1260,9600
Very Good,20140623T000000,6163901751,No View,No,1946,98155,1,3,1.5,6,47.7494,-122.319,291500,880,9238
Average,20140724T000000,5104520620,No View,No,2004,98038,2.5,4,2,7,47.3503,-122.005,291500,1770,5000
Average,20140820T000000,9475710040,No View,No,2001,98059,2.5,4,2,7,47.4887,-122.15,291375,2220,6233
Good,20140620T000000,2422059111,No View,No,1967,98042,1.5,3,1,7,47.3796,-122.102,291000,1860,60960
Average,20141217T000000,985001321,No View,No,1942,98168,1,4,1.5,6,47.4906,-122.309,291000,1590,24330
Good,20140918T000000,1922059197,No View,No,1961,98030,2.25,3,1,7,47.3746,-122.217,291000,1860,13939
Good,20140715T000000,2475901105,No View,No,1941,98024,1,3,1.5,5,47.566,-121.894,291000,1280,10500
Average,20140520T000000,1823059223,No View,No,1964,98178,1.75,3,1,7,47.4876,-122.226,291000,1560,9788
Average,20141104T000000,3812400455,No View,No,1962,98118,1,7,1,7,47.5432,-122.277,291000,2350,8636
Good,20140923T000000,2413300810,No View,No,1979,98003,2.25,4,1,8,47.3275,-122.329,291000,1890,7616
Average,20150107T000000,1099760230,No View,No,1975,98023,2.25,3,1,7,47.3037,-122.375,291000,1480,7200
Good,20141203T000000,2329800140,No View,No,1984,98042,2.5,4,2,7,47.3768,-122.118,291000,1580,6633
Good,20140821T000000,7437100570,No View,No,1991,98038,2.5,4,2,7,47.3492,-122.03,291000,1860,6325
Average,20150330T000000,6749700004,No View,No,2008,98103,1,2,3,8,47.6974,-122.349,291000,840,863
Average,20140623T000000,2172000075,No View,No,1930,98178,2,2,2,6,47.4855,-122.266,290900,1610,17600
Average,20150424T000000,3904100041,No View,No,2008,98118,2.5,3,2,7,47.5351,-122.279,290750,1270,865
Good,20140811T000000,2025700790,No View,No,1992,98038,2.5,3,2,7,47.3488,-122.033,290700,1670,6666
Average,20141210T000000,2143701015,No View,No,2003,98055,3.25,4,2,9,47.4785,-122.228,290500,2510,7686
Average,20150325T000000,179000240,No View,No,2003,98178,2.5,4,2,7,47.494,-122.279,290500,1680,3000
Good,20140611T000000,1723059050,No View,No,1931,98055,1,2,1,6,47.4836,-122.204,290300,860,3874
Average,20140710T000000,9264920250,No View,No,1983,98023,2.25,3,2,8,47.3136,-122.344,290256,1720,7885
Average,20140806T000000,1626079066,No View,No,1976,98019,1,2,1,6,47.7378,-121.912,290000,1120,217800
Good,20141107T000000,3523069060,No View,No,1963,98038,1.75,3,1,7,47.4379,-122.011,290000,1340,63597
Fair- Badly worn,20140829T000000,9485920120,No View,No,1978,98042,2.5,4,2,8,47.3468,-122.091,290000,2340,52272
Average,20140924T000000,6197800045,No View,No,1954,98058,1,3,1,7,47.4375,-122.184,290000,1210,33919
Good,20141009T000000,1447600410,No View,No,1942,98168,1,3,1,6,47.4949,-122.327,290000,1480,32700
Good,20150121T000000,4021100095,No View,No,1918,98155,1.75,4,2.5,7,47.7606,-122.28,290000,1820,22043
Average,20150218T000000,5067400162,No View,No,1983,98198,2,3,1.5,7,47.3699,-122.319,290000,1550,18958
Good,20141120T000000,133000135,No View,No,1929,98168,1.75,4,2,7,47.5131,-122.313,290000,1990,18900
Average,20141217T000000,3343902650,No View,No,1972,98056,1.75,2,1,8,47.5066,-122.194,290000,1700,18000
Good,20140709T000000,5151600340,No View,No,1959,98003,1.5,3,1,8,47.336,-122.319,290000,1950,15954
Good,20140611T000000,4396000530,No View,No,1968,98038,1.75,3,1,7,47.398,-121.964,290000,1520,15090
Good,20141028T000000,2525310320,No View,No,1980,98038,1.75,3,1,7,47.3621,-122.031,290000,1590,13500
Good,20140509T000000,7968000120,No View,No,1968,98001,2.5,4,1,7,47.353,-122.294,290000,2000,13300
Average,20141107T000000,9407100720,No View,No,1979,98045,1.75,3,2,7,47.4429,-121.771,290000,1390,13200
Average,20141104T000000,3541600450,No View,No,1967,98166,1.75,4,1,8,47.4792,-122.357,290000,2090,12750
Very Good,20150123T000000,7809200035,No View,No,1958,98056,1,2,1,7,47.4972,-122.176,290000,1250,12507
Average,20150120T000000,7334500090,No View,No,1970,98045,2,3,1,7,47.4648,-121.756,290000,1810,11456
Average,20140703T000000,7222000393,No View,No,1967,98055,1,3,1,7,47.4627,-122.213,290000,1440,11250
Average,20140731T000000,822059038,No View,No,1958,98031,4.5,6,1,8,47.4045,-122.197,290000,2810,11214
